x,y,z,type,volume
9413.77,2187.218,0,Rod,3225.5
9608.046,1915.236,0,AC,2965.0
9817.496,1716.262,0,AC,2065.0
10825.812,1389.0,0,AC,4488.0
10860.912,1450.22,0,AC,4312.5
11034.722,1476.842,0,Rod,8312.0
11899.522,1625.92,0,Rod,2151.5
12297.74,3060.642,0,MG,3251.0
12282.566,2845.684,0,Rod,3251.5
12255.782,2280.298,0,AC,5241.0
3608.964,6946.664,0,AC,5556.5
3810.422,6835.856,0,RGC,13430.5
4233.642,6671.82,0,RGC,4549.0
4928.25,6678.948,0,Rod,1589.0
5608.386,6856.052,0,AC,3819.0
5922.688,7217.928,0,BC,4130.5
5839.636,7011.934,0,MG,2310.5
6108.432,8101.844,0,AC,3672.0
6097.038,8261.992,0,BC,4536.5
6213.662,8108.594,0,Rod,3328.0
6210.908,7950.66,0,Rod,4651.5
-2444.588,5787.812,0,BC,3496.0
-2264.136,5406.28,0,BC,4104.0
-2358.42,5589.378,0,MG,2925.0
-2358.852,5610.746,0,AC,2759.0
-2186.284,5242.282,0,Rod,2501.0
-2132.662,5186.4619999999995,0,Rod,3499.0
-1984.88,5018.36,0,Rod,1832.5
-1789.416,4886.616,0,Rod,3826.5
-1580.398,4803.31,0,Rod,3272.0
-1582.774,4859.724,0,BC,3296.0
-1367.168,4796.614,0,Rod,3405.0
-1105.014,4775.122,0,Rod,1265.5
-770.3,4874.25,0,Rod,2293.5
407.198,6554.386,0,AC,17260.5
437.692,5840.986,0,AC,4255.5
477.49,6011.232,0,MG,3661.5
452.326,6384.95,0,AC,4731.0
7232.616,-5752.804,0,AC,4443.5
7820.952,-5719.918,0,AC,3933.5
8071.658,-5667.97,0,AC,5318.5
8268.472,-5672.884,0,AC,3158.0
8433.048,-5588.012,0,BC,4061.0
8660.372,-5378.4,0,MG,3554.5
8834.776,-5186.014,0,MG,3675.5
9014.418,-4983.962,0,Rod,3544.5
2178.254,-7178.724,0,AC,5791.0
2225.218,-7157.448,0,AC,5588.5
2215.606,-7231.79,0,Rod,3076.0
3283.97,-5234.49,0,MG,3914.0
-470.616,-206.518,0,RGC,5572.0
-545.784,-485.358,0,AC,4070.0
-355.936,31.698,0,AC,4989.0
3349.256,928.844,0,Rod,1959.0
3415.66,845.576,0,AC,3104.0
3531.112,361.19,0,Rod,2684.0
3688.506,200.988,0,Rod,1627.5
4009.342,-34.382000000000005,0,Rod,3304.0
4018.198,38.934,0,BC,4555.0
4468.85,-207.436,0,Rod,2752.0
4813.986,-178.184,0,Rod,1164.5
5209.72,-14.834000000000003,0,Cone,2738.5
5555.358,234.398,0,RGC,19292.0
5428.188,2.554000000000002,0,Rod,1769.5
5810.8,255.78199999999998,0,Rod,2801.5
6302.222,1519.124,0,BC,3557.0
9587.92,1798.0720000000001,0,Rod,2682.5
9749.364,1598.18,0,Rod,2537.5
9609.126,1897.254,0,AC,3088.5
9817.712,1633.264,0,BC,2713.0
10826.406,1380.792,0,AC,3975.5
11906.974,1643.362,0,Rod,1528.0
12298.172,3039.366,0,BC,4152.5
12255.998,2294.122,0,AC,6464.0
3470.686,6976.688,0,Rod,3204.0
3663.288,6779.874,0,Rod,2507.0
3816.578,6827.27,0,RGC,12038.0
4018.954,6617.334,0,Rod,3882.5
4693.798,6643.956,0,Rod,785.5
5070.902,6689.478,0,Cone,1179.5
5332.57,6680.784,0,Cone,2141.0
5793.698,7035.37,0,AC,2272.5
5923.336,7226.514,0,AC,4668.5
5839.312,7036.072,0,AC,2437.5
6214.58,8031.32,0,Cone,2709.5
-2444.21,5780.738,0,MG,4394.0
-2357.826,5602.176,0,AC,4235.0
-2358.636,5617.064,0,AC,5431.0
-2185.69,5230.078,0,Rod,3481.5
-2130.934,5181.062,0,Rod,3837.5
-1984.232,5025.542,0,Rod,3473.5
-1789.254,5008.478,0,RGC,12288.0
-1788.768,4950.768,0,BC,3792.0
-1582.072,4877.976,0,AC,3043.5
401.312,5896.93,0,AC,2762.5
477.274,6045.468,0,AC,1858.0
453.082,6394.94,0,AC,2356.5
430.024,6555.52,0,BC,5171.0
6781.116,-5719.702,0,Rod,1199.0
7238.286,-5759.608,0,AC,2808.5
8073.602,-5675.098,0,AC,2319.0
8282.134,-5673.802,0,Rod,3983.0
8417.496,-5598.364,0,BC,3969.0
8436.558,-5569.706,0,AC,2937.5
